n,obs,mod,rmse,seasonal_r,bias_pct,r2_clim,r2_plain
1661,20.536285982772227,20.159417166308515,10.102581214774272,0.9496359070392313,-1.8351361915190785,-0.6552959776588481,0.380959218382527
