city,band,src,station_id,lat,lon,pm,ndvi_100,tree_100,water_100,pop_100,built_100,nres_100,ntl_100,lc_built_100,lc_tree_100,lc_veg_100,lc_water_100,ndvi_300,tree_300,water_300,pop_300,built_300,nres_300,ntl_300,lc_built_300,lc_tree_300,lc_veg_300,lc_water_300,ndvi_1000,tree_1000,water_1000,pop_1000,built_1000,nres_1000,ntl_1000,lc_built_1000,lc_tree_1000,lc_veg_1000,lc_water_1000,ndvi_2400,tree_2400,water_2400,pop_2400,built_2400,nres_2400,ntl_2400,lc_built_2400,lc_tree_2400,lc_veg_2400,lc_water_2400,road_major_50,road_major_100,road_major_300,road_major_500,road_major_1000,road_medium_50,road_medium_100,road_medium_300,road_medium_500,road_medium_1000,road_minor_50,road_minor_100,road_minor_300,road_minor_500,road_minor_1000,dist_major_km
colombo,deep_tropical,Embassy,Embassy_Colombo,6.909,79.875,,0.42086289077630545,0,0,70.00440663709416,50076.27460629921,69.29441437007874,19.010833740234375,0.6624015748031497,0.3375984251968504,0,0,0.4372113875582598,1.825378584744248,0,70.7385199450933,44947.59807451674,172.13192369570217,19.404711422410873,0.7929339360044946,0.2070660639955055,0,0,0.4617733294482688,3.2170909833763175,0,78.62555652015234,42419.03591583463,882.6919128725006,18.549020236945026,0.7135670692781082,0.21758892775976094,0.06884400296213068,0,0.4532964641193618,4.516222117238475,0.02109037784713461,108.53041853405776,41293.380073800734,324.8657669275656,18.07704188022801,0.7721497976225437,0.18372297909830315,0.035815064032993275,0.008312159246159937,0.0,0.0,1.788715209209039,4.5922554793337,13.579092639254704,0.0705952463313474,0.11830747517726717,1.129118307217749,2.7979846567517948,8.988327294382676,0.0,0.26279101347648803,2.395032181680637,7.772514060121378,37.34977290326315,0.17013023607256658
