n,obs,mod,rmse,seasonal_r,bias_pct,r2_clim,r2_plain
1661,20.536285982772227,19.642191249121293,10.233592449023332,0.931303655117836,-4.3537314118092505,-0.6985064226642368,0.3647995538807097
