n_days,obs_mean,mod_mean,rmse,seasonal_r,level_bias_pct,r2_vs_climatology,r2_plain,C_G1,C_G2,C_G3,C_G4
1661,20.536285982772227,26.959854520441873,17.679708965553655,0.5503819326886001,31.279115138240382,-4.069453946653789,-0.8958535366882399,True,False,True,False
